+---------------------+---------------------+----------------------------------------------------+-------+----------+------------+----------------------+--------------------------------------------+-----------------+---------------+
| parent organisation | organisasjonsnummer | navn                                               | land  | landkode | postnummer | poststed             | adresse                                    | kommune         | kommunenummer |
| 996427544           | 991792643           | SITE SERVICE AS AVD NITTEDAL                       | Norge | NO       | 1481       | HAGAN                | Industriveien 18                           | NITTEDAL        | 3031          |
| 996427544           | 997197852           | SITE SERVICE AS AVD STAVERN                        | Norge | NO       | 3290       | STAVERN              | Sjøparken                                  | LARVIK          | 3805          |
| 996427544           | 915076335           | SITE SERVICE AS AVD TROMSØ                         | Norge | NO       | 5015       | BERGEN               | Karlsøyvegen 18                            | BERGEN          | 4601          |
| 996427544           | 815074882           | SITE SERVICE AS AVD ÅLESUND                        | Norge | NO       | 6015       | ÅLESUND              | Haugvegen 9                                | ÅLESUND         | 1507          |
| 812007742           | 812007742           | SITE SERVICE NIDAROS AS                            | Norge | NO       | 7093       | TILLER               | Torgardstrøa 16                            | TRONDHEIM       | 5001          |
| 812007742           | 912238636           | SITE SERVICE NIDAROS AS                            | Norge | NO       | 7093       | TILLER               | Torgardstrøa 16                            | TRONDHEIM       | 5001          |
| 948248638           | 948248638           | Ski Elektriske Installasjon A/S                    | Norge | NO       | 1400       | SKI                  | Dynamitveien 14C                           | NORDRE FOLLO    | 3020          |
| 948248638           | 971767219           | SKI ELEKTRISKE INSTALLASJON AS                     | Norge | NO       | 1400       | SKI                  | Dynamitveien 14C                           | NORDRE FOLLO    | 3020          |
| 992786337           | 992786337           | SKUTLE EL.INSTALLASJON AS                          | Norge | NO       | 5705       | VOSS                 | Bømoen Fellesverksted                      | VOSS            | 4621          |
| 992786337           | 892797552           | SKUTLE EL.INSTALLASJON AS                          | Norge | NO       | 5705       | VOSS                 | Bømoen Fellesverksted                      | VOSS            | 4621          |
| 985727139           | 985727139           | SLETTEN ELEKTRO AS                                 | Norge | NO       | 5221       | NESTTUN              | Østre Nesttunvegen 16                      | BERGEN          | 4601          |
| 985727139           | 985741182           | SLETTEN ELEKTRO AS                                 | Norge | NO       | 5221       | NESTTUN              | Østre Nesttunvegen 16                      | BERGEN          | 4601          |
| 922290970           | 922290970           | SMAALENENE ELEKTRO AS                              | Norge | NO       | 1860       | TRØGSTAD             | Hølandsveien 88                            | INDRE ØSTFOLD   | 3014          |
| 922290970           | 922323682           | SMAALENENE ELEKTRO AS                              | Norge | NO       | 1860       | TRØGSTAD             | Hølandsveien 88                            | INDRE ØSTFOLD   | 3014          |
| 951274496           | 951274496           | SOLBERG ELEKTROINSTALLASJON AS                     | Norge | NO       | 2383       | BRUMUNDDAL           | Strandsagvegen 21                          | RINGSAKER       | 3411          |
| 951274496           | 974093782           | SOLBERG ELEKTROINSTALLASJON AS                     | Norge | NO       | 2383       | BRUMUNDDAL           | Strandsagvegen 21                          | RINGSAKER       | 3411          |
| 943506698           | 943506698           | SOLLAND ELEKTRO AS                                 | Norge | NO       | 4014       | STAVANGER            | Pedersgata 110                             | STAVANGER       | 1103          |
| 943506698           | 872126732           | SOLLAND ELEKTRO AS                                 | Norge | NO       | 4014       | STAVANGER            | Pedersgata 110                             | STAVANGER       | 1103          |
| 811948772           | 811948772           | STORHAMAR ELEKTRO AS                               | Norge | NO       | 2312       | OTTESTAD             | Løvstadvegen 7                             | STANGE          | 3413          |
| 811948772           | 985879184           | STORHAMAR ELEKTRO AS                               | Norge | NO       | 2312       | OTTESTAD             | Løvstadvegen 7                             | STANGE          | 3413          |
| 987206640           | 987206640           | MIFO MIDSUND AS                                    | Norge | NO       | 6475       | MIDSUND              | Utsidevegen 117                            | MOLDE           | 1506          |
| 987206640           | 887216312           | MIFO MIDSUND AS                                    | Norge | NO       | 6475       | MIDSUND              | Utsidevegen 117                            | MOLDE           | 1506          |
| 995394405           | 995394405           | SUNNFJORD ELEKTRO AS                               | Norge | NO       | 6800       | FØRDE                | Langebruvegen 1                            | SUNNFJORD       | 4647          |
| 995394405           | 989936514           | SUNNFJORD ELEKTRO AS                               | Norge | NO       | 6800       | FØRDE                | Langebruvegen 1                            | SUNNFJORD       | 4647          |
| 961122422           | 961122422           | SVITHUN ELEKTRO AS                                 | Norge | NO       | 4312       | SANDNES              | Brannstasjonsveien 18                      | SANDNES         | 1108          |
| 961122422           | 971923245           | SVITHUN ELEKTRO AS                                 | Norge | NO       | 4312       | SANDNES              | Brannstasjonsveien 18                      | SANDNES         | 1108          |
| 915243398           | 915243398           | SÆTHER ELEKTRISKE AS                               | Norge | NO       | 2019       | SKEDSMOKORSET        | Prost Stabels vei 8                        | LILLESTRØM      | 3030          |
| 915243398           | 971900954           | SÆTHER ELEKTRISKE AS                               | Norge | NO       | 2019       | SKEDSMOKORSET        | Prost Stabels vei 8                        | LILLESTRØM      | 3030          |
| 936092497           | 936092497           | SÆTREN AS                                          | Norge | NO       | 6700       | MÅLØY                | Sjøgata 24                                 | KINN            | 4602          |
| 936092497           | 971778237           | SÆTREN AS                                          | Norge | NO       | 6700       | MÅLØY                | Sjøgata 24                                 | KINN            | 4602          |
| 991854541           | 991854541           | SØR INSTALLASJON AS                                | Norge | NO       | 4640       | SØGNE                | Linnegrøvan 14                             | KRISTIANSAND    | 4204          |
| 991854541           | 982592739           | SØR INSTALLASJON AS                                | Norge | NO       | 4640       | SØGNE                | Linnegrøvan 14                             | KRISTIANSAND    | 4204          |
| 960016785           | 960016785           | TIME ELEKTRO AS                                    | Norge | NO       | 4344       | BRYNE                | Vesthagen 4                                | TIME            | 1121          |
| 960016785           | 972239933           | TIME ELEKTRO AS                                    | Norge | NO       | 4344       | BRYNE                | Vesthagen 4                                | TIME            | 1121          |
| 915050514           | 915050514           | TUSSA INSTALLASJON AS                              | Norge | NO       | 6160       | HOVDEBYGDA           | Indrehovdevegen 67                         | ØRSTA           | 1520          |
| 915050514           | 971856173           | TUSSA INSTALLASJON AS AVD FOSNAVÅG                 | Norge | NO       | 6090       | FOSNAVÅG             | Igesundvegen 20                            | HERØY           | 1515          |
| 915050514           | 972131652           | TUSSA INSTALLASJON AS AVD STRYN                    | Norge | NO       | 6783       | STRYN                | Elektrotunet,Tonningsgata 27               | STRYN           | 4651          |
| 915050514           | 972260576           | TUSSA INSTALLASJON AS AVD ULSTEIN                  | Norge | NO       | 6065       | ULSTEINVIK           | Fløvegen 170                               | ULSTEIN         | 1516          |
| 915050514           | 973172506           | TUSSA INSTALLASJON AS AVD ØRSTA                    | Norge | NO       | 6160       | HOVDEBYGDA           | Indrehovdevegen 67                         | ØRSTA           | 1520          |
| 925967734           | 925967734           | TVEDESTRAND ELEKTRO AS                             | Norge | NO       | 4900       | TVEDESTRAND          | Vestervei 7                                | TVEDESTRAND     | 4213          |
| 925967734           | 986590447           | TVEDESTRAND ELEKTRO AS                             | Norge | NO       | 4900       | TVEDESTRAND          | Vestervei 7                                | TVEDESTRAND     | 4213          |
| 855343282           | 855343282           | TØGERSEN ELEKTRO AS                                | Norge | NO       | 5531       | HAUGESUND            | Spannavegen 18                             | HAUGESUND       | 1106          |
| 855343282           | 872210032           | TØGERSEN ELEKTRO AS                                | Norge | NO       | 5531       | HAUGESUND            | Spannavegen 18                             | HAUGESUND       | 1106          |
| 991081801           | 991081801           | UVDAL EL-SERVICE AS                                | Norge | NO       | 3632       | UVDAL                | Kirketeig Håndtverksenter,Uvdalsvegen 1175 | NORE OG UVDAL   | 3052          |
| 991081801           | 991191259           | UVDAL EL-SERVICE AS                                | Norge | NO       | 3632       | UVDAL                | Kirketeig Håndtverksenter,Uvdalsvegen 1175 | NORE OG UVDAL   | 3052          |
| 987627328           | 987627328           | VADSØ INSTALLASJON AS                              | Norge | NO       | 9800       | VADSØ                | Kaigata 4                                  | VADSØ           | 5405          |
| 987627328           | 973189727           | VADSØ INSTALLASJON AS                              | Norge | NO       | 9800       | VADSØ                | Kaigata 4                                  | VADSØ           | 5405          |
| 989286145           | 989286145           | VEST ELEKTRO IKT AS                                | Norge | NO       | 6902       | FLORØ                | Evja                                       | KINN            | 4602          |
| 989286145           | 989385364           | VEST ELEKTRO IKT AS                                | Norge | NO       | 6902       | FLORØ                | Evja                                       | KINN            | 4602          |
| 986554343           | 986554343           | VOLT ELEKTRO HARSTAD AS                            | Norge | NO       | 9406       | HARSTAD              | Seljestadveien 30                          | HARSTAD         | 5402          |
| 986554343           | 986570136           | VOLT ELEKTRO HARSTAD AS                            | Norge | NO       | 9406       | HARSTAD              | Seljestadveien 30                          | HARSTAD         | 5402          |
| 986554408           | 986554408           | VOLT ELEKTRO NARVIK AS                             | Norge | NO       | 8514       | NARVIK               | Verkstedbakken 13                          | NARVIK          | 1806          |
| 986554408           | 986573860           | VOLT ELEKTRO NARVIK AS                             | Norge | NO       | 8516       | NARVIK               | Frydenlundgata 4                           | NARVIK          | 1806          |
| 930349607           | 930349607           | ZENITH ELEKTRO AS                                  | Norge | NO       | 6030       | LANGEVÅG             | Futevegen 50                               | SULA            | 1531          |
| 930349607           | 972268666           | ZENITH ELEKTRO AS                                  | Norge | NO       | 6030       | LANGEVÅG             | Futevegen 50                               | SULA            | 1531          |
| 988277231           | 988277231           | ØISTAD ELEKTRO AS                                  | Norge | NO       | 2750       | GRAN                 | Hovsgutua 4                                | GRAN            | 3446          |
| 988277231           | 986888853           | ØISTAD ELEKTRO AS                                  | Norge | NO       | 2750       | GRAN                 | Hovsgutua 4                                | GRAN            | 3446          |
| 923545395           | 923545395           | ØSTA ELEKTRO AS                                    | Norge | NO       | 2500       | TYNSET               | Elvegata 6                                 | TYNSET          | 3427          |
| 923545395           | 916220871           | ØSTA ELEKTRO AS AVD OS I ØSTERDALEN                | Norge | NO       | 2550       | OS I ØSTERDALEN      | Håmmålvollveien 33                         | OS              | 3430          |
| 923545395           | 985552908           | ØSTA ELEKTRO AS AVD TYNSET                         | Norge | NO       | 2500       | TYNSET               | Elvegata 6                                 | TYNSET          | 3427          |
| 984280505           | 984280505           | ØSTERHUS ELEKTRO AS                                | Norge | NO       | 4879       | GRIMSTAD             | Bjønneveien 7                              | GRIMSTAD        | 4202          |
| 984280505           | 884298792           | ØSTERHUS ELEKTRO AS                                | Norge | NO       | 4879       | GRIMSTAD             | Bjønneveien 7                              | GRIMSTAD        | 4202          |
+---------------------+---------------------+----------------------------------------------------+-------+----------+------------+----------------------+--------------------------------------------+-----------------+---------------+
